x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.238,47.7758,12.1858699382127,3,2.25,9600,7,1870,10681
-122.189,47.432,12.7655455661177,3,2.5,7496,8,2280,7496
-122.397,47.6727,12.9692121979102,4,1,3333,7,1530,5000
-122.194,47.3927,12.5061772379805,5,2.5,10320,7,2050,8964
-122.3,47.5525,12.8609986132699,6,4,7416,7,2260,5324
-122.352,47.6748,13.1900220258781,1,1,5000,7,1890,5000
-122.348,47.7672,12.7728059012345,3,1.75,10269,7,2090,10269
-122.365,47.6864,13.3439056473516,3,1.75,5200,7,1650,4160
-122.17,47.4571,12.2783933071098,5,1.5,7958,7,1510,8438
-122.213,47.5581,13.6762484906308,4,3,21780,9,3540,20473
-122.155,47.495,12.9945300058944,4,2.5,8256,8,2500,9472
-122.314,47.6124,13.1577305212416,2,1.5,1149,7,1460,1149
-122.037,47.3474,12.4665119815881,3,2.25,7589,7,1510,6603
-121.985,47.6398,13.5862571293057,4,3.25,91158,10,3540,90940
-122.154,47.5765,12.5776362019627,3,1,9000,7,1520,9000
-122.3,47.3935,12.8609986132699,4,3,7700,7,1786,9052
-122.301,47.747,12.4682445838119,2,1,6542,6,1120,8149
-122.154,47.4911,12.7068479334427,2,2.5,2915,8,1310,3425
-122.363,47.5206,12.5425448821514,3,1,7480,6,1140,7480
-122.045,47.5842,13.2963166845278,4,2.5,20011,8,2710,33915
-122.065,47.6303,13.7385215164361,4,3.75,7828,10,3980,8910
-122.263,47.7671,13.1203613747337,3,2.25,9600,8,2620,9660
-122.31,47.267,12.6915804613119,4,2.5,7762,8,2109,8966
-122.192,47.6336,13.704578997257,5,2.5,20875,9,2510,21673
-122.174,47.4756,11.996881307834,2,1,8960,6,850,8082
-122.381,47.5027,13.8831692064381,3,2.25,21480,8,2110,8107
-122.287,47.6819,12.9715404876697,3,1.5,5080,7,1780,7620
-122.287,47.6819,13.3301902246066,3,1.5,5080,7,1780,7620
-122.292,47.5551,12.4684369099977,3,1,5650,6,1180,5276
-121.85,47.5597,12.594730635322,4,2,42981,7,1980,113691
-122.285,47.6109,13.9894638650877,3,1.75,6117,9,2100,4967
-122.224,47.7064,13.5277618166235,4,2.5,2971,9,2970,7500
-122.35,47.5238,12.0725412529057,6,1,5080,6,1020,5080
-122.35,47.5238,12.9360337992128,6,1,5080,6,1020,5080
-122.215,47.3231,12.1547793511426,3,1,8316,6,1250,8316
-122.364,47.6702,13.3455069287185,3,1.75,3264,7,1720,3750
-121.915,47.6988,12.9480099902596,3,2.25,21010,7,1850,18151
-122.22,47.3864,12.7364067356842,4,1.5,9210,7,2326,9210
-122.266,47.7637,11.982929094216,2,1,23030,8,1850,14260
-122.016,47.3557,12.7742233359154,4,2.5,5331,7,1830,5175
-122.043,47.6232,12.8739020181058,3,2,14183,8,1750,11700
-122.287,47.7382,13.4224679698547,4,2.5,9858,8,2470,9858
-122.128,47.4787,12.8992198260901,3,2.5,3757,7,2230,4103
-122.29,47.5928,14.1081801719271,4,3.5,5040,10,2390,4800
-122.216,47.6209,14.3162858458768,4,2.5,11904,8,3590,13860
-122.34,47.6705,13.8155105579643,5,3,9450,8,2660,4500
-122.196,47.6991,13.6529916284665,5,3.5,28324,8,2640,14978
-122.355,47.5498,12.5245263766487,3,1.5,6954,6,1560,6954
-122.047,47.5314,13.0170028617465,3,2.5,2589,8,1670,2897
-122.32,47.3369,12.6280670555895,4,1.75,12731,8,2520,12539
-122.364,47.6807,13.3739031136348,3,2.5,3744,7,1400,4680
-122.13,47.6644,13.0562235748998,2,1.75,4500,8,1740,6000
-122.006,47.3506,12.6914266033225,4,2.5,5000,7,2080,5100
-122.176,47.4034,12.5776362019627,3,2,7346,7,1460,7363
-122.199,47.697,13.099094750465,3,2,10959,7,1710,10498
-122.351,47.7611,12.8157023383547,3,1.75,8234,7,1660,7200
-122.35,47.5015,12.5602444592508,2,1,6555,6,1440,7601
-122.463,47.501,12.9408415007809,3,2.75,52889,8,1820,45528
-122.149,47.6388,13.9288392432713,4,2.5,31931,10,3180,35007
-122.238,47.5323,14.2537654888954,4,4,17677,11,3470,17474
-122.378,47.3256,13.311329476917,3,2.5,33151,10,4050,24967
-122.16,47.4378,12.8479265317026,3,2.5,8102,8,2310,8606
-122.028,47.3853,12.7263534280669,4,2.5,5264,7,1960,5250
-122.318,47.6807,13.4371741172444,4,2,6000,7,2000,3150
-122.241,47.5872,13.4150329913671,3,1,16868,7,2600,12735
-122.354,47.6454,13.1692469633032,2,1,2000,7,1500,4000
-122.317,47.3173,12.0552497557956,3,1,10260,7,1250,8775
-122.316,47.6637,13.4298480771523,6,2,3000,7,1330,1099
-122.107,47.2925,13.2174917224959,4,3,213879,8,2250,213008
-122.079,47.3168,12.7854910607618,4,2.75,49428,9,2728,85905
-122.356,47.5238,12.3583644558724,3,1.5,5120,6,1410,5132
-122.341,47.684,13.5923670066501,4,3.5,3302,8,2170,3800
-122.342,47.7063,12.4231981245188,2,1.5,1498,7,880,5060
-122.405,47.5708,13.4150329913671,3,2.5,6420,8,2370,7620
-122.037,47.4018,12.2404740722475,3,1.75,21275,6,1490,35100
-122.192,47.2899,12.0076217068063,3,1,8250,7,1190,8250
-122.361,47.6416,13.2542684482843,2,1,1800,7,1600,3600
-122.091,47.5683,13.3046682673927,3,2.25,9162,8,2480,8261
-122.216,47.7097,12.8866410438833,5,1.75,9599,7,1680,10712
-121.972,47.7479,13.7947975163667,4,3.75,361548,11,1970,291416
-122.284,47.7114,12.2404740722475,3,1,5546,6,1300,5546
-122.284,47.7114,12.3758154201173,3,1,5546,6,1300,5546
-122.006,47.5946,13.3848814761926,2,1,60872,7,2480,5425
-122.134,47.656,12.8609986132699,4,2.5,7350,7,2050,9068
-122.339,47.4899,12.7218858108072,2,1.75,11437,7,1290,7860
-122.215,47.2659,12.757080058929,4,1.5,10026,8,2420,11900
-122.317,47.42,12.2258752728264,3,1,8000,6,1240,8000
-122.142,47.6647,13.3293775467887,4,2.25,10260,8,2360,10080
-122.197,47.5827,13.7573516437907,3,2.25,10890,7,2370,9514
-122.316,47.5636,13.2356920627113,3,2,7333,7,2130,4933
-122.176,47.5618,13.2131177406728,4,2.5,7254,8,2250,7407
-122.164,47.5067,12.7924694561432,4,1.75,7210,7,1750,8387
-122.03,47.5516,13.3999951140026,3,2.5,35640,9,2590,31200
-122.052,47.3635,12.4607148639038,3,1.75,7540,7,1580,7540
-122.14,47.3519,12.7798730684576,3,1.75,22693,8,1950,6280
-122.375,47.5232,12.4431191020134,2,1,4800,7,1240,7740
-122.172,47.534,12.9539447257794,3,1,8920,7,1590,8589
-122.328,47.3086,12.3842188309136,2,2,2052,7,1470,2052
-122.184,47.6882,13.3502954454503,3,2.25,8521,7,1530,8692
-122.365,47.5364,12.7713864545802,2,2.5,1957,8,1420,2198
-122.346,47.7052,12.6494755929787,3,2.25,1196,7,1358,1196
-122.281,47.3417,12.3673407931263,4,1.5,7245,7,1450,7350
-122.218,47.5633,13.6762484906308,5,2.25,9525,9,2740,9525
-122.28,47.3344,12.1592325786844,4,1.5,7904,7,1370,7900
-122.32,47.6746,13.2533916398107,4,1.75,5080,7,1270,3270
-122.384,47.5824,13.4018933112857,4,4,6250,7,1920,4335
-122.374,47.6781,13.2621253197795,4,2,5000,7,1690,2276
-122.335,47.7281,12.3458345879053,2,0.75,5360,5,1110,6700
-122.086,47.5677,13.4298480771523,3,2.25,9914,8,2240,9032
-122.364,47.5138,11.9049675527463,1,1,8261,5,1180,8244
-122.364,47.5138,12.4086052429403,1,1,8261,5,1180,8244
-122.331,47.4845,12.2781607219244,3,1,6600,6,1730,6600
-122.389,47.5778,13.2707833825226,3,1.5,6250,8,1800,5625
-122.209,47.4556,12.4799093111599,3,1.5,7885,7,1840,7600
-122.255,47.4875,12.6666570528594,5,2.5,11375,7,1160,7800
-122.065,47.4596,12.618182296357,4,3,13500,7,1830,13800
-122.217,47.6497,13.7090383134538,3,1,6978,8,2660,13062
-122.409,47.6685,14.0701527763379,3,2.5,11394,8,2190,9540
-122.363,47.4549,13.4730202490175,3,3.25,136915,11,2400,16104
-122.185,47.4901,12.3458345879053,3,1,9310,7,1480,8330
-122.373,47.531,12.9715404876697,3,1,5200,6,890,5200
-121.969,47.5878,13.9725143067739,5,4.25,13252,11,4400,15154
-122.315,47.6942,12.8916915596693,3,1,6380,7,1250,6380
-122.308,47.7174,13.2963166845278,3,2.5,8300,8,1790,7626
-122.05,47.5217,13.0919041699196,3,1.75,10089,8,2030,9827
-122.274,47.7587,13.5344730282312,5,2.5,24300,8,2390,32057
-122.35,47.455,12.1281111040605,3,1,8100,7,1250,8100
-122.35,47.455,12.7367008965923,3,1,8100,7,1250,8100
-122.026,47.3629,12.3715870840077,4,2.75,5827,7,1710,6929
-122.173,47.7441,13.2176735572087,4,2.5,7549,9,2750,7642
-122.351,47.6794,13.4298480771523,3,2,5720,7,1620,5050
-122.031,47.5855,13.3534750983677,4,2.5,8706,9,2540,6239
-122.267,47.54,13.2356920627113,3,2,3477,7,2110,6300
-122.385,47.5081,12.8609986132699,3,2,6600,7,1250,7300
-122.346,47.7052,12.5425448821514,3,2.25,1141,7,1358,1196
-122.149,47.3746,12.3238556811866,3,2.5,7490,7,1570,7490
-122.215,47.5449,13.3212142361495,4,1.75,29110,8,3630,16488
-122.281,47.6752,13.2921061519914,3,2,6750,7,1330,6750
-122.054,47.5774,13.5278284855125,4,2.75,7634,10,2940,7846
-122.091,47.3638,12.0076217068063,4,1,4875,7,1470,4875
-122.315,47.7414,12.6760762747759,2,1,8281,7,1510,8281
-122.006,47.5692,13.2067045258381,4,2.5,3974,8,1780,3953
-122.134,47.4428,12.7511547579743,3,1.75,7500,8,1870,7275
-122.029,47.3752,13.1983980636803,3,2.5,12476,10,3130,13631
-122.001,47.4722,12.9480099902596,4,1.75,60548,7,2390,90169
-122.299,47.7712,12.6280670555895,2,1,22725,6,2000,14566
-122.343,47.7317,12.3414772825364,2,1,5100,6,1500,5100
-122.156,47.5198,13.8831692064381,5,3.5,9938,11,3490,11734
-122.341,47.6917,12.8929502130765,3,2.25,1383,8,1430,1347
-122.175,47.6944,13.1993244185405,4,2,8402,6,2210,7802
-122.124,47.6353,13.3847276418718,4,2.5,10186,8,2150,10186
-121.94,47.6359,13.3831879956862,2,1.75,280962,9,2860,219542
-122.263,47.4891,12.5689781392195,5,2,67953,7,1270,13198
-122.4,47.6829,13.610943392223,4,2.75,4743,8,1900,4764
-122.081,47.6481,13.5860973936365,2,2.5,8630,10,3190,7515
-122.046,47.5192,13.1278980329028,3,1.75,9840,8,2040,14169
-122.242,47.4962,12.314478519374,2,1,6411,6,1150,6504
-122.388,47.3268,12.899094818277,4,3,64694,8,2430,59612
-122.108,47.6278,13.4980563271788,4,2.5,13684,9,2650,12032
-121.992,47.6403,13.6529916284665,5,3.5,65556,10,4290,67019
-121.959,47.7356,13.1711535415738,4,2.75,17856,8,2530,14640
-122.199,47.4299,12.4568313638774,3,1,7850,7,1360,10400
-122.287,47.5418,12.9796470752027,3,2.5,3360,8,2130,3423
-122.279,47.2901,12.6601691750501,4,1.75,9623,7,1510,9711
-122.119,47.6949,13.1223633774043,3,1.75,14633,7,1780,8100
-122.252,47.7394,12.6115377536383,3,1.5,8911,7,1590,9625
-122.059,47.6449,13.3770055957779,4,2.5,18653,8,2230,9744
-122.089,47.3422,12.3126823805884,3,1,10125,7,1360,10125
-122.172,47.5026,12.5245263766487,3,1.75,8099,7,1270,8099
-122.265,47.5284,13.1183553560068,3,1.5,6570,8,1360,6000
-122.189,47.7018,13.5923670066501,3,1.75,75794,7,1870,11020
-122.312,47.267,12.6014874177848,3,2.5,8234,8,1940,7601
-122.229,47.4928,13.3455069287185,5,3.5,6000,9,2440,6000
-122.016,47.5593,13.5541457938299,4,2.5,6187,9,3190,6981
-122.319,47.6793,13.1557981534906,3,2.25,4635,8,1530,4635
-122.357,47.6946,12.3800259526536,1,1,6350,5,1200,6350
-122.288,47.4778,12.3654240637566,3,1,15375,7,1160,10236
-122.305,47.3505,12.3480061414188,3,2.25,7245,7,1690,6720
-122.301,47.7015,13.279367126214,5,2.5,16777,7,1610,8227
-122.324,47.6604,13.5049009808688,4,1.75,3876,7,1280,3825
-122.365,47.6631,12.7881485908243,2,1,3880,7,900,4365
-122.36,47.6817,13.1806322855283,3,1.75,3680,7,1560,4000
-122.278,47.4485,12.8413258476712,4,2.5,10720,8,1680,10018
-121.887,47.5406,13.0710700830168,4,2.5,10046,7,2320,5253
-122.086,47.2881,12.896716695872,3,1.75,73616,7,1710,297514
-122.392,47.5791,13.3999951140026,3,2,5750,7,1710,4830
-122.122,47.6095,12.8992198260901,5,2.25,10488,7,1740,9225
-122.364,47.6639,12.9945300058944,2,1,4850,7,1150,4365
-122.163,47.3849,12.8114809117821,4,2.25,14383,8,2030,11500
-122.208,47.742,13.3491004642287,4,2.5,10677,9,2970,9619
-122.364,47.6985,12.8372114348062,3,1.75,7560,6,1510,7250
-122.377,47.2976,11.9953516142145,3,2.25,6750,7,1690,7770
-122.335,47.663,13.5670491986658,3,2.75,2600,8,1680,3120
-122.389,47.5866,13.4659530817944,4,2.5,4316,8,1690,5625
-122.321,47.3426,13.0170028617465,4,2.5,15233,9,2560,11998
-122.193,47.5095,12.6475481911614,3,2.75,7880,7,1400,7279
-122.021,47.5692,13.0919041699196,3,2.5,6065,8,1770,6700
-122.142,47.7558,13.0919041699196,3,2.5,11034,8,1940,8900
-122.277,47.558,13.4939269338368,5,3.75,6000,8,1930,6000
-122.285,47.2649,12.1281111040605,3,1,17040,6,1520,14000
-122.091,47.3713,12.4684369099977,3,2.25,7423,7,1530,8102
-122.041,47.3457,12.7826860098342,4,2.5,5074,8,2470,5078
-122.183,47.3746,12.3247663774879,3,1,7220,6,1200,7200
-122.375,47.7,13.0058295611484,3,1,8910,7,1560,8910
-122.278,47.5484,12.7826860098342,2,1,4095,6,1460,4945
-122.24,47.5875,13.5414026055396,5,2.75,8250,7,2540,11000
-122.033,47.7142,13.2568942703619,2,2,5143,8,1810,5143
-122.284,47.579,13.7850513504796,3,2.25,9950,9,4950,10655
-122.035,47.3817,12.7612500268667,4,2.5,8628,8,2210,9019
-122.111,47.7499,13.1909561688699,3,1.5,40250,8,1730,36250
-122.282,47.7216,13.4730202490175,5,2.5,9600,8,2680,9900
-122.198,47.584,13.5211394973617,3,1.75,9800,7,2310,9800
-122.341,47.4973,12.7798730684576,4,2.5,8265,7,2160,8265
-122.119,47.3666,12.7158977689626,4,2.5,5505,8,2690,5505
-122.036,47.349,12.5496623499203,3,2.5,6000,7,1570,6000
-122.361,47.6365,13.6417522318308,3,2,5400,8,1960,5400
-122.121,47.6136,12.9761808672262,3,1.75,8134,7,1360,8000
-122.372,47.5672,13.3455069287185,3,1,4800,9,1400,4800
-122.312,47.4941,12.2547532798919,3,1,6134,7,1440,9823
-122.251,47.2616,12.0668105781967,2,1,13531,6,1767,8308
-122.126,47.6869,13.5144054651804,4,2,8540,8,2470,9400
-122.308,47.676,13.1577305212416,3,1.75,4500,7,1830,4080
-122.338,47.6652,13.1974708498911,3,1.75,3225,7,1250,3750
-122.05,47.532,13.2621253197795,3,2.75,9600,8,2170,10400
-122.316,47.6192,13.1806322855283,2,1.75,976,9,1280,1183
-122.184,47.4153,12.3967963055883,4,1.75,54014,7,1910,8523
-122.193,47.5876,13.8450693602058,4,2.5,11200,8,2360,11200
-122.307,47.3837,12.3458345879053,3,1,7500,7,880,7500
-122.196,47.4645,12.7656884334656,4,2.5,7500,8,2260,7500
-122.195,47.6829,13.2963166845278,3,1,11520,6,1440,8064
-122.108,47.7222,12.9945300058944,3,1.75,6829,8,1950,7622
-122.357,47.6461,13.2176735572087,3,1,6000,7,1460,6000
-122.303,47.6316,13.7536351542462,4,2.25,5940,9,2430,5940
-122.306,47.5927,12.8346813049525,3,1.5,1751,8,1380,1751
-122.405,47.6511,13.2489960283377,2,1.5,4592,7,1610,5102
-122.026,47.5529,13.507625778195,3,2.5,50800,8,2400,27135
-122.36,47.6422,13.3179301609483,2,1,3600,7,1590,3600
-121.966,47.6522,13.0001957434301,3,1.5,47419,7,2130,48144
-122.339,47.7336,12.8526521902738,4,2,5250,7,1100,5250
-122.391,47.571,12.7068479334427,3,2,3978,7,1350,4680
-122.366,47.5509,12.6507584667916,2,1.75,8625,6,960,5750
-122.307,47.777,12.7337553863626,3,1,8100,7,1080,8100
-122.381,47.3098,12.6539584695223,3,1.75,8000,8,1980,8000
-122.092,47.5654,13.3343731779001,3,2.5,6500,8,2030,8485
-122.125,47.4543,12.6915804613119,3,2.25,8755,8,2280,9940
-122.346,47.5089,12.3966930051388,4,1,7620,7,1080,7620
-122.357,47.7772,12.8049091466189,2,1.5,7311,7,1660,7255
-122.38,47.5643,13.2085410736454,3,1.75,5750,7,1700,5750
-122.343,47.3043,13.0058295611484,3,2.5,16173,10,2890,11632
-122.232,47.7005,13.9016882542053,4,2.75,10830,9,3010,10650
-122.141,47.6208,13.3999951140026,4,2.5,10000,8,2270,8640
-122.054,47.6911,13.6470919063393,4,2.5,35610,10,3460,35610
-122.299,47.5893,12.9408415007809,4,2,4000,6,1590,4000
-122.173,47.4934,12.2727962775731,2,1,5200,5,750,5200
-122.396,47.5551,12.8992198260901,2,1.75,6200,7,1000,6000
-122.356,47.7076,13.5410079206246,4,3.5,7560,8,1250,7560
-122.387,47.6451,13.8054602221108,4,2.5,5930,9,1400,4000
-122.169,47.6118,13.4730202490175,3,1.75,10250,8,2400,10250
-122.377,47.5565,12.6603279178078,1,0.75,4600,6,1550,4600
-122.186,47.5392,13.1519221796459,4,2.5,14810,8,2690,12196
-122.414,47.5741,13.3660935623269,3,2,3729,7,1560,3729
-122.297,47.7307,12.8212582846204,4,2,8100,7,1840,8680
-122.268,47.3251,12.1226910365911,3,1,14850,7,1410,14850
-122.008,47.6313,13.2773137374022,3,2.5,6600,8,2310,6656
-122.163,47.5074,12.6427133711068,3,1,7320,7,1770,7320
-122.292,47.5519,12.6081988523728,1,1,5000,7,1400,4400
-122.245,47.4903,12.2783933071098,2,1,7200,6,960,7200
-122.356,47.479,12.9239124386805,4,2,10500,8,2090,12300
-122.395,47.6494,13.0773660114736,2,1,6000,7,1630,6000
-122.388,47.5474,12.9738633690859,2,1,6500,7,1280,6500
-121.97,47.6325,13.3613802778748,4,2.5,35430,9,2640,28972
-122.175,47.5434,13.3816459753344,5,2.25,12000,8,2080,12000
-122.179,47.5345,13.3692234553359,3,2.5,11172,9,2550,11558
-122.108,47.5539,13.7459546708709,5,4.5,6705,10,4070,11505
-122.027,47.7103,13.635187003833,2,2,6815,8,2280,6750
-122.395,47.6465,13.0600091356574,2,1.75,7020,7,2090,6600
-121.907,47.6832,13.2827800988102,5,3.5,52595,7,1620,60112
-122.358,47.6448,13.4267771903317,3,2,3600,7,1250,3600
-122.116,47.5866,13.8924715991004,4,3,9200,9,2700,9775
-122.283,47.6811,13.4165244159538,4,3,5700,7,2080,5700
-121.888,47.5435,13.4516671245469,5,3.25,9780,9,3550,8468
-122.292,47.481,12.2307652581205,4,2,13320,6,1330,6099
-122.307,47.761,12.7656884334656,4,1,7200,7,1950,10656
-122.161,47.4779,12.7938593104323,3,1.75,7930,7,1720,8073
-122.021,47.3657,12.6571450801719,4,2.25,4198,7,1870,4184
-122.148,47.3551,12.6115377536383,3,2.25,7225,8,2070,7400
-122.306,47.7661,13.0214374588144,2,1.75,11747,7,1900,19850
-121.96,47.6262,13.1133226327522,3,2.5,57934,7,2040,55527
-122.1,47.3199,12.5707157591181,3,1,40500,7,1570,40500
-122.307,47.3352,12.3348615603631,3,1.75,7194,7,1420,7560
-121.916,47.6916,13.062507210251,3,2.5,16420,8,2120,16298
-122.016,47.5471,13.507625778195,4,2.75,4187,8,2320,4187
-122.319,47.6684,13.5007998131246,7,2.75,4400,7,1240,4280
-122.132,47.4377,12.9287786283317,3,2.5,7000,8,2260,7224
-121.874,47.5222,13.2870299989596,4,2.5,6326,9,3240,6229
-122.277,47.5432,12.5810785461536,7,1,8636,7,1500,7366
-122.392,47.6418,14.0778748224318,5,3.75,7680,9,2550,6400
-122.342,47.3262,12.1547793511426,3,1,10458,6,1160,9000
-122.282,47.7148,13.0306865888324,2,1.75,7733,6,1670,7733
-122.371,47.3054,12.3238556811866,3,1,8470,7,1300,7350
-122.135,47.6649,13.5144054651804,4,2.5,15091,9,1930,9936
-122.3,47.5575,13.054084536651,3,1.75,5511,8,2030,6111
-122.36,47.7057,12.8609986132699,2,1,7554,6,1390,7500
-122.362,47.646,13.4150329913671,3,2.5,4763,7,1790,4763
-122.272,47.55,13.1223633774043,4,2.5,5760,8,2250,6098
-122.316,47.7564,12.772664047202,3,2,6000,7,1630,6315
-122.147,47.5302,13.4148658132146,4,2.75,7591,9,2670,7796
-122.123,47.6016,12.9116423460887,3,2.75,7300,7,1310,7030
-122.136,47.5874,13.1577305212416,3,1.5,8000,7,1450,8000
-122.259,47.5101,12.5425448821514,4,1,6288,7,1880,6334
-121.996,47.5531,12.9831013100708,3,2.5,2375,7,1830,2375
-122.014,47.1923,12.6601691750501,3,2,9732,7,1910,9231
-122.02,47.3491,12.2543865058087,2,2,3003,6,1310,3003
-122.03,47.6471,13.3534750983677,4,2.5,31705,8,2460,36600
-122.097,47.6304,12.9990651610598,4,1.5,12688,7,2050,9375
-122.344,47.4619,12.7367008965923,4,1,13440,5,1450,7560
-122.198,47.4233,12.3458345879053,3,1.75,6956,7,1400,9375
-122.195,47.7642,13.1127170003525,5,2.25,22120,7,2850,12224
-122.074,47.6016,13.7101500423064,4,2.5,6745,10,3320,8370
-122.362,47.6916,12.4874851049684,2,1,4600,5,1020,4600
-122.127,47.7621,13.1011397409527,3,1.75,65558,8,2450,47178
-122.37,47.3273,12.7218858108072,3,2,44866,7,2950,29152
-122.214,47.7445,13.279367126214,3,3.25,12700,8,3050,12386
-122.267,47.5591,13.5923670066501,4,2.25,7200,8,2010,7200
-122.021,47.2041,12.8466098758178,4,2.25,53578,7,2120,53578
-122.118,47.6175,13.0710700830168,3,1,8000,6,1210,7875
-122.132,47.6096,13.1615840905576,3,2,8800,7,2020,8250
-122.015,47.5962,13.1519221796459,4,2.5,4338,8,1800,4507
-122.334,47.6912,13.2664637213781,2,1,5515,7,2054,5515
-122.181,47.4149,12.5058067990061,3,2.25,9672,7,1640,9600
-122.362,47.5292,12.7038130297475,3,1,5952,7,1460,6200
-122.301,47.6117,13.0357155706787,3,1.5,1920,7,1280,3150
-122.051,47.5849,13.6989767417083,4,2,11171,6,2790,20680
-122.041,47.3528,12.798017320581,4,2.5,7334,7,1850,7134
-122.225,47.7282,12.6915804613119,2,1,8374,7,1580,8965
-122.21,47.6237,13.7589402064759,4,2,13367,7,2840,12744
-122.131,47.3705,12.8212582846204,3,2.5,4244,9,2490,4748
-121.826,47.5261,12.6760762747759,0,2.5,7111,7,1500,4675
-122.024,47.7196,13.0170028617465,2,2,4908,8,1440,3921
-122.03,47.5981,13.5923670066501,4,2.5,18303,10,2900,18303
-122.389,47.6786,13.4239483550251,3,2.5,3825,7,1460,5100
-122.315,47.6279,14.0545274584348,4,1.75,5000,9,3220,5600
-122.265,47.7713,12.5776362019627,3,1.75,7980,7,1920,7980
-122.331,47.3294,11.9703503120091,3,1.5,8925,7,1360,8625
-122.339,47.7771,12.8477949440979,4,1.75,9389,7,1820,8135
-122.038,47.6876,13.2759424653326,4,2.5,4000,8,2330,4517
-122.17,47.498,11.9183905730784,2,1,5700,6,1020,5700
-122.158,47.3574,12.4741895624871,3,2.5,6992,7,1260,6825
-122.308,47.3617,12.5353763926728,4,2.5,3777,7,1480,3608
-122.113,47.691,13.2267233927286,4,2.75,7140,8,2120,7820
-122.333,47.7439,12.7798730684576,3,1.75,8173,7,1900,8172
-122.124,47.6011,12.8346813049525,4,1.5,6650,7,1600,7000
-122.279,47.5294,12.3327052964635,3,1.75,12681,6,1720,6377
-121.973,47.1647,12.7218858108072,4,2,103672,7,1560,325393
-122.372,47.7506,13.4298480771523,3,2.25,23900,9,2520,28300
-122.288,47.6701,13.4393615041902,2,1.75,5025,8,2160,5000
-122.097,47.7422,12.9239124386805,3,1.75,26642,7,1550,13566
-122.203,47.6996,12.9598444479066,2,1,13300,6,1950,11421
-122.044,47.6187,13.2401464130607,3,2.5,7549,8,2040,7130
-122.182,47.4807,12.7512996960135,4,2.5,6976,7,2390,6346
-122.15,47.5609,13.3494989499881,4,2.5,11500,8,2820,9800
-121.914,47.5719,12.7798730684576,3,1,36300,7,1746,54014
-122.045,47.3779,12.7218858108072,3,2.25,5876,7,1670,6203
-122.287,47.5488,12.7656884334656,4,3,4228,7,1730,5304
-122.044,47.6718,13.2878778158819,3,1,58370,7,2510,58127
-122.351,47.2887,12.4371843664936,3,2,6788,7,1790,6607
-122.212,47.5708,14.0778748224318,5,4,9270,10,2720,9614
-122.373,47.6438,13.4659530817944,4,2,5001,7,1440,5408
-122.128,47.6574,13.1183553560068,3,2,8400,7,2120,8424
-122.331,47.7288,12.6523597481586,2,1,7227,7,1250,7252
-122.316,47.4169,12.4684369099977,4,1.75,5375,7,1040,7500
-122.111,47.3643,12.2546246861123,3,1.5,9600,7,1310,9600
-122.177,47.5676,13.3212142361495,3,1.75,10402,7,2050,9660
-122.396,47.6725,13.1223633774043,4,1,7100,7,1490,5000
-122.276,47.7076,13.6529916284665,3,3.5,7050,8,2350,5881
-122.184,47.5606,13.4429965499958,4,2.5,11700,8,2140,10807
-122.113,47.6234,13.0604879736862,4,2,4680,9,1910,4611
-122.203,47.516,13.3692234553359,3,3,5175,9,2850,5661
-122.369,47.497,12.5776362019627,4,1.75,7200,8,1970,7800
-122.331,47.3186,12.4626509729306,3,2.5,9000,7,1670,8486
-122.197,47.5816,13.9108207377686,4,3.5,7597,9,2370,8811
-121.96,47.6441,12.9480099902596,3,1.75,22320,7,2030,22320
-122.293,47.4116,12.3458345879053,3,1,9083,7,1190,9450
-122.048,47.3639,12.4371843664936,3,1.5,6865,7,1480,8125
-122.222,47.7353,13.1519221796459,3,2.5,4506,8,2600,4658
-122.393,47.675,12.9598444479066,2,1,4635,6,1740,5000
-122.376,47.5723,13.2621253197795,3,2.5,2320,8,1760,4698
-122.388,47.6823,12.8739020181058,2,1,5160,7,1090,5356
-122.178,47.6657,13.2383670531606,4,2.25,9800,8,2310,9800
-122.299,47.643,14.1156151504146,4,1.75,3728,9,1950,3728
-122.31,47.6938,13.635187003833,5,2.75,7830,9,2050,7830
-122.321,47.4956,12.4090134895269,2,1,15000,6,1480,14519
-122.047,47.5317,13.0714910470306,3,2.5,3980,8,1670,2897
-122.395,47.6833,12.9598444479066,2,1,5024,7,1330,5024
-122.233,47.4947,12.2922503417712,2,1.5,7755,7,1360,8037
-122.191,47.5232,13.3046849341983,4,2.5,6536,9,2640,6185
-122.117,47.6342,13.2085410736454,4,2.25,7210,8,1920,7210
-122.292,47.5376,13.0389817684653,5,3,5050,7,2040,5297
-122.395,47.573,12.9598444479066,2,1,6413,7,1360,6413
-122.147,47.5766,13.0280526979331,3,1.75,8360,7,1520,8360
-122.272,47.353,12.6542779073145,3,2,12821,8,1980,11336
-122.067,47.4846,13.5670491986658,4,3.5,59863,10,2830,37674
-122.204,47.4106,12.7527479221899,4,2.5,9682,8,1770,9600
-122.18,47.4135,12.4008167223227,3,1.75,8034,7,1270,7600
-122.223,47.7139,13.4150329913671,5,3.5,9600,8,2440,9600
-121.98,47.7451,12.6915804613119,3,1.5,7560,6,1210,7560
-122.237,47.4833,12.5461099483159,2,1,12500,7,1460,17771
-122.332,47.5231,11.7752897294377,3,1,5100,7,1450,5100
-122.023,47.3817,12.7367008965923,3,2.5,9798,7,2020,8121
